# CMB bound 
# 1311.2937 and https://arxiv.org/abs/1712.07133
# mass [GeV]	sigma_contact [cm^2]
0.0000012606942037495677	5.422221006501592e-27
0.3876275481203838	1.3383887531737592e-25
1.2344213220051081	1.7912844546219803e-25
3.93108283353377	2.3974349678010885e-25
21.194321220090284	5.343774229877347e-25
9.127794493561817	3.4512362035696975e-25
60.7486435923174	1.0295755673125e-24
1e39	13790748416766.361
